status,driver_id,dttm
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 14:46:07.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 15:31:24.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 15:38:03.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 16:10:21.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 16:24:37.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 16:54:53.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 17:11:17.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 17:45:26.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 19:09:41.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 20:27:29.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 21:02:33.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 21:58:50.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 22:25:30.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 22:27:40.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-19 23:19:53.620339
ontrip,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 00:51:24.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 02:20:16.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 03:17:00.620339
ontrip,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 04:09:42.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 04:29:51.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 05:02:41.620339
ontrip,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 05:13:47.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 06:32:31.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 07:53:16.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 09:12:09.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 10:47:47.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 10:54:33.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 12:17:44.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 13:31:43.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 14:56:08.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 15:27:25.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 15:55:22.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 16:21:14.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 16:21:24.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 16:52:24.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 16:55:03.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 17:56:11.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 17:58:38.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 18:10:25.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 18:34:46.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 18:38:22.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 19:05:00.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 20:39:33.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 20:52:03.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 21:18:17.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 22:08:11.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-20 23:11:55.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 00:21:40.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 00:47:47.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 02:07:00.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 03:18:16.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 03:58:01.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 04:38:01.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 05:01:33.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 06:13:20.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 06:35:10.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 07:12:22.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 07:15:53.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 08:38:51.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 09:18:50.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 09:30:51.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 11:04:17.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 12:43:23.620339
enroute,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 13:32:29.620339
ontrip,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 14:44:32.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 16:03:46.620339
busy,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 16:37:07.620339
free,90e05d2bfc97444ebdbdf0ca02e5af26,2018-02-21 18:03:09.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-18 20:19:59.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-18 21:03:24.620339
ontrip,310afe9112814af3817fe70f0c6a11d9,2018-02-18 21:19:13.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-18 22:07:31.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-18 23:03:50.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-18 23:38:33.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-19 00:10:34.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 01:13:52.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-19 02:25:30.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 02:50:41.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-19 03:47:23.620339
ontrip,310afe9112814af3817fe70f0c6a11d9,2018-02-19 05:09:30.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 06:28:30.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-19 06:38:07.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 06:46:09.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-19 07:34:25.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 08:02:31.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-19 08:36:44.620339
ontrip,310afe9112814af3817fe70f0c6a11d9,2018-02-19 08:55:03.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 10:25:20.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-19 11:00:15.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 11:56:14.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-19 12:34:37.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 12:47:54.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-19 14:16:18.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 14:33:02.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-19 16:09:40.620339
ontrip,310afe9112814af3817fe70f0c6a11d9,2018-02-19 17:09:44.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 17:31:46.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-19 18:36:40.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 18:40:11.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-19 19:08:29.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 19:48:38.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-19 20:42:21.620339
ontrip,310afe9112814af3817fe70f0c6a11d9,2018-02-19 21:31:54.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-19 22:37:26.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-19 23:35:38.620339
ontrip,310afe9112814af3817fe70f0c6a11d9,2018-02-20 00:16:40.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-20 01:56:34.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-20 02:34:14.620339
ontrip,310afe9112814af3817fe70f0c6a11d9,2018-02-20 04:07:17.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-20 04:10:03.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-20 04:52:03.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-20 05:06:42.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-20 05:43:23.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-20 05:47:45.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-20 07:09:43.620339
ontrip,310afe9112814af3817fe70f0c6a11d9,2018-02-20 08:35:00.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-20 09:17:58.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-20 10:10:36.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-20 10:29:13.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-20 12:04:21.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-20 13:03:41.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-20 14:31:42.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-20 15:46:54.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-20 15:48:38.620339
ontrip,310afe9112814af3817fe70f0c6a11d9,2018-02-20 16:14:05.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-20 17:45:01.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-20 19:08:29.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-20 20:43:48.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-20 21:18:30.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-20 22:09:13.620339
busy,310afe9112814af3817fe70f0c6a11d9,2018-02-20 22:38:58.620339
free,310afe9112814af3817fe70f0c6a11d9,2018-02-20 22:50:21.620339
enroute,310afe9112814af3817fe70f0c6a11d9,2018-02-20 23:04:07.620339
ontrip,310afe9112814af3817fe70f0c6a11d9,2018-02-20 23:29:09.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-18 19:55:12.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-18 20:23:18.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-18 21:56:29.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-18 22:47:52.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-18 23:36:56.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 00:47:42.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 01:18:56.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 02:00:50.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 02:41:07.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 03:37:34.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 04:15:10.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 05:01:55.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 05:35:30.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 06:13:05.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 07:44:52.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 08:43:15.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 09:28:13.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 10:19:46.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 11:03:39.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 11:30:43.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 12:01:16.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 12:56:53.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 13:57:19.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 14:11:22.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 15:46:34.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 17:21:19.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 18:56:58.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 19:45:12.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 20:08:45.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 21:02:41.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 21:41:59.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 22:45:27.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 23:16:45.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-19 23:37:38.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 01:06:20.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 02:23:34.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 02:55:13.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 04:18:44.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 05:34:01.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 06:15:17.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 06:50:10.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 06:51:02.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 08:22:15.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 09:14:21.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 10:35:33.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 12:04:27.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 13:37:39.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 14:50:21.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 15:59:35.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 16:49:43.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 17:51:43.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 19:04:46.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 20:40:25.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 21:32:21.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 21:41:33.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 21:59:33.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 22:42:39.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-20 22:55:51.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 00:32:09.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 00:38:56.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 00:53:54.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 02:21:17.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 03:54:58.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 04:18:03.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 05:15:48.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 06:43:25.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 07:34:54.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 08:12:29.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 09:47:02.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 10:11:25.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 10:34:35.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 11:26:45.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 12:28:09.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 12:48:32.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 12:51:45.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 14:16:58.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 15:02:11.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 15:56:47.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 16:21:11.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 16:30:07.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 17:22:17.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 18:22:13.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 18:58:49.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 20:18:00.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 21:28:40.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-21 23:06:07.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 00:01:23.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 00:50:05.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 01:07:35.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 02:19:09.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 03:17:50.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 04:57:23.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 05:07:15.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 05:35:28.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 06:49:51.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 07:53:59.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 09:22:54.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 10:21:42.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 11:53:48.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 12:50:33.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 13:20:14.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 14:22:44.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 15:30:03.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 17:06:03.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 17:49:16.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 18:20:26.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 19:56:54.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 20:50:12.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 21:33:26.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 21:48:37.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 22:55:04.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-22 23:38:17.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 00:07:31.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 01:32:13.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 02:57:48.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 04:24:21.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 04:39:44.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 05:06:09.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 05:20:41.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 05:27:13.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 07:01:44.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 07:29:06.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 07:54:22.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 08:48:02.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 09:23:53.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 10:57:53.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 11:13:38.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 11:54:53.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 12:55:48.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 13:03:45.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 13:38:52.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 14:25:28.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 15:06:53.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 16:18:10.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 17:38:11.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 18:44:30.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 18:49:32.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 19:20:28.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 19:45:28.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 21:03:43.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 22:25:35.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-23 23:44:22.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 00:24:37.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 00:51:27.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 02:11:34.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 02:15:02.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 03:27:32.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 04:54:14.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 06:16:20.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 07:32:06.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 08:07:07.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 09:16:57.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 10:26:43.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 11:51:39.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 12:00:53.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 12:55:40.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 13:25:54.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 13:32:02.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 15:03:57.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 16:07:04.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 17:28:01.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 19:03:33.620339
ontrip,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 20:28:58.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 20:59:46.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 22:34:53.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-24 23:53:52.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-25 00:23:20.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-25 00:33:32.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-25 01:49:45.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-25 02:09:14.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-25 03:17:23.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-25 04:45:18.620339
enroute,f30689a4fb1a40b381712ba78b813ecc,2018-02-25 06:25:17.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-25 06:49:21.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-25 07:15:59.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-25 07:23:48.620339
busy,f30689a4fb1a40b381712ba78b813ecc,2018-02-25 08:38:12.620339
free,f30689a4fb1a40b381712ba78b813ecc,2018-02-25 08:43:13.620339
free,80964c143254490490a7e4e54bc57a07,2018-02-18 20:22:44.620339
enroute,80964c143254490490a7e4e54bc57a07,2018-02-18 20:50:27.620339
ontrip,80964c143254490490a7e4e54bc57a07,2018-02-18 22:10:26.620339
free,80964c143254490490a7e4e54bc57a07,2018-02-18 23:17:09.620339
enroute,80964c143254490490a7e4e54bc57a07,2018-02-18 23:46:07.620339
ontrip,80964c143254490490a7e4e54bc57a07,2018-02-19 00:13:27.620339
free,80964c143254490490a7e4e54bc57a07,2018-02-19 01:13:51.620339
enroute,80964c143254490490a7e4e54bc57a07,2018-02-19 02:20:25.620339
free,80964c143254490490a7e4e54bc57a07,2018-02-19 02:50:26.620339
busy,80964c143254490490a7e4e54bc57a07,2018-02-19 04:22:31.620339
free,80964c143254490490a7e4e54bc57a07,2018-02-19 04:43:17.620339
enroute,80964c143254490490a7e4e54bc57a07,2018-02-19 05:12:38.620339
ontrip,80964c143254490490a7e4e54bc57a07,2018-02-19 06:18:38.620339
free,80964c143254490490a7e4e54bc57a07,2018-02-19 06:24:18.620339
enroute,80964c143254490490a7e4e54bc57a07,2018-02-19 07:26:06.620339
free,80964c143254490490a7e4e54bc57a07,2018-02-19 08:31:14.620339
busy,80964c143254490490a7e4e54bc57a07,2018-02-19 08:31:42.620339
free,80964c143254490490a7e4e54bc57a07,2018-02-19 09:39:10.620339
enroute,80964c143254490490a7e4e54bc57a07,2018-02-19 09:47:50.620339
ontrip,80964c143254490490a7e4e54bc57a07,2018-02-19 10:36:39.620339
free,80964c143254490490a7e4e54bc57a07,2018-02-19 11:12:05.620339
busy,80964c143254490490a7e4e54bc57a07,2018-02-19 11:14:45.620339
free,80964c143254490490a7e4e54bc57a07,2018-02-19 12:08:53.620339
busy,80964c143254490490a7e4e54bc57a07,2018-02-19 13:38:47.620339
free,80964c143254490490a7e4e54bc57a07,2018-02-19 13:43:47.620339
busy,80964c143254490490a7e4e54bc57a07,2018-02-19 13:44:29.620339
free,80964c143254490490a7e4e54bc57a07,2018-02-19 14:55:33.620339
